temperature,delta_temp,gas_ppm,heart_rate,accel_magnitude,jerk,risk_score,risk_level
32.74,0.46,1.0,94.9,0.88,-0.21,0.53,Low Risk
24.14,0.14,14.23,69.4,1.3,1.15,0.0,Low Risk
30.04,-0.76,5.77,61.1,0.81,1.65,1.02,Low Risk
23.14,-0.36,1.71,51.3,1.15,0.5,0.0,Low Risk
21.1,-0.15,23.77,103.6,0.67,1.82,1.43,Low Risk
24.87,0.06,11.42,59.5,1.26,-0.66,0.0,Low Risk
32.31,1.04,5.26,93.4,1.22,0.43,1.02,Low Risk
32.77,0.22,0.37,62.0,1.12,-0.18,6.42,Low Risk
30.57,-0.32,9.25,103.7,0.9,-0.2,0.96,Low Risk
31.63,0.21,30.8,119.7,0.65,0.47,10.3,Low Risk
30.58,-0.08,10.89,49.6,0.9,1.88,21.82,Low Risk
24.79,0.26,42.76,60.5,1.28,1.55,20.9,Low Risk
30.16,0.39,1.76,93.9,1.03,1.62,0.0,Low Risk
32.0,0.7,10.08,89.2,0.61,0.86,2.74,Low Risk
31.77,0.09,19.2,94.0,0.72,0.27,0.0,Low Risk
33.94,0.92,8.95,69.7,1.31,0.77,2.57,Low Risk
31.54,0.55,1.15,115.8,5.5,46.47,49.26,Medium Risk
29.76,-0.25,10.49,82.1,0.69,1.74,0.0,Low Risk
33.35,1.2,11.35,58.1,0.56,-0.93,4.33,Low Risk
27.87,0.26,15.65,75.4,0.84,0.4,0.0,Low Risk
23.59,-0.32,17.19,58.3,0.54,0.5,1.14,Low Risk
27.18,0.93,17.68,108.6,0.96,1.18,1.46,Low Risk
24.28,1.14,13.07,68.1,1.61,0.85,1.62,Low Risk
24.62,0.08,2.92,88.9,0.6,0.9,0.0,Low Risk
27.28,-0.15,6.21,71.5,0.95,-1.38,2.35,Low Risk
24.04,0.01,17.96,68.9,1.33,0.37,0.0,Low Risk
26.46,0.46,36.8,45.6,1.19,-0.01,33.39,Low Risk
18.53,0.74,0.99,90.8,0.96,0.62,0.0,Low Risk
29.07,0.39,9.2,103.4,0.96,0.39,0.0,Low Risk
28.01,0.15,4.5,63.5,0.71,0.68,1.51,Low Risk
23.91,0.85,3.06,52.2,0.93,-0.45,2.04,Low Risk
31.3,-0.06,8.46,94.5,1.06,0.58,0.3,Low Risk
32.69,0.62,11.18,50.4,1.28,1.9,0.0,Low Risk
19.96,-0.04,0.12,102.0,0.84,2.2,0.0,Low Risk
24.19,0.32,18.18,63.7,0.95,1.58,0.0,Low Risk
24.15,0.04,20.57,60.1,0.76,-0.96,0.0,Low Risk
23.3,0.07,40.41,84.5,1.06,0.27,19.35,Low Risk
32.15,-0.09,2.39,61.3,1.2,0.1,0.21,Low Risk
27.03,0.77,10.83,67.3,1.16,0.62,0.0,Low Risk
26.68,-0.27,6.67,86.4,5.0,32.75,42.8,Medium Risk
17.98,-0.27,4.89,40.0,1.04,0.46,22.6,Low Risk
31.18,1.16,10.01,109.6,0.83,-0.24,0.0,Low Risk
21.8,0.59,18.3,80.8,1.25,1.43,0.0,Low Risk
28.3,-1.09,0.28,56.7,0.96,0.8,2.58,Low Risk
29.39,-0.18,41.84,61.7,0.62,1.12,24.19,Low Risk
34.8,-0.81,19.92,97.8,0.95,1.31,3.63,Low Risk
21.46,-0.38,16.69,90.8,1.11,0.23,0.0,Low Risk
15.0,-1.47,17.14,105.0,1.06,-0.44,0.0,Low Risk
28.92,0.03,5.91,67.7,0.87,0.67,0.0,Low Risk
37.0,-0.47,16.71,85.3,0.85,0.23,6.47,Low Risk
34.19,0.13,5.87,87.7,0.75,0.56,3.64,Low Risk
29.05,-0.71,27.48,92.5,0.9,1.63,1.65,Low Risk
25.54,0.14,2.34,100.3,0.79,0.66,0.0,Low Risk
32.04,-0.11,4.15,67.1,1.24,1.97,3.44,Low Risk
23.13,0.85,9.62,77.9,0.77,0.74,0.0,Low Risk
30.38,0.81,4.61,69.0,1.03,0.27,0.0,Low Risk
30.53,0.49,6.62,79.1,4.36,21.19,37.78,Low Risk
33.3,-0.06,8.14,92.6,1.24,0.68,1.01,Low Risk
41.8,1.09,23.28,50.2,1.27,-0.23,15.65,Low Risk
29.96,-0.68,8.89,100.0,1.17,0.93,1.68,Low Risk
25.46,-0.6,5.4,59.5,1.09,0.41,1.86,Low Risk
27.87,0.06,3.42,74.5,0.74,0.38,1.02,Low Risk
19.15,1.23,6.3,102.4,0.73,0.57,0.0,Low Risk
24.53,-0.0,8.7,85.9,7.45,54.1,42.41,Medium Risk
25.95,0.01,16.45,86.1,5.6,27.63,48.6,Medium Risk
25.38,-0.62,1.55,58.7,1.02,2.21,0.26,Low Risk
28.76,0.57,3.01,61.2,1.22,-0.12,0.93,Low Risk
23.89,0.58,5.73,96.9,1.25,1.32,0.0,Low Risk
33.61,0.49,5.36,69.4,7.79,56.5,48.06,Medium Risk
28.0,-0.21,5.97,71.1,1.01,-0.39,0.0,Low Risk
27.95,-0.25,18.93,97.4,1.0,0.55,0.0,Low Risk
26.36,-0.55,4.7,61.1,0.92,0.78,0.0,Low Risk
28.78,0.14,8.36,84.8,0.87,0.64,0.9,Low Risk
32.13,-0.44,11.74,80.8,4.04,29.22,31.56,Low Risk
23.66,-0.49,3.17,80.0,1.01,1.0,2.26,Low Risk
24.71,-0.11,15.22,70.7,1.0,-1.18,3.83,Low Risk
26.48,-0.14,9.51,69.6,0.8,0.42,0.0,Low Risk
21.27,-0.17,7.1,60.6,1.17,0.16,1.78,Low Risk
23.9,0.33,19.92,88.7,0.75,-0.08,0.0,Low Risk
25.62,0.14,3.35,68.0,1.11,1.2,0.0,Low Risk
32.37,-0.04,25.77,97.4,1.12,1.33,0.52,Low Risk
29.31,0.19,9.88,76.0,0.9,1.41,0.0,Low Risk
28.97,-0.4,11.27,60.9,1.08,1.18,0.0,Low Risk
32.25,0.15,24.96,75.7,1.05,-0.46,0.0,Low Risk
27.31,0.18,20.42,72.6,0.99,0.62,0.66,Low Risk
29.95,-0.65,11.04,98.2,1.0,1.39,0.0,Low Risk
27.48,0.6,16.79,73.4,5.6,55.21,44.21,Medium Risk
29.33,-0.34,6.82,75.0,1.03,1.8,0.0,Low Risk
25.09,0.15,9.51,105.4,1.02,-0.5,0.0,Low Risk
15.81,0.68,0.77,89.1,0.72,-0.21,0.52,Low Risk
27.33,0.56,1.13,109.9,0.96,1.11,2.73,Low Risk
35.11,0.12,21.22,102.7,1.07,2.06,4.57,Low Risk
32.63,-0.08,0.74,64.0,3.95,22.9,33.11,Low Risk
32.83,0.57,2.23,97.8,4.33,37.89,40.82,Medium Risk
34.18,0.44,19.07,107.5,1.16,1.5,1.52,Low Risk
28.44,-0.21,0.01,107.6,7.22,40.93,47.34,Medium Risk
28.99,-0.3,3.98,97.8,5.13,32.74,45.92,Medium Risk
24.91,-0.94,10.53,97.4,0.92,0.67,0.0,Low Risk
26.42,0.18,10.86,74.6,1.0,2.25,0.0,Low Risk
31.08,0.06,18.02,64.9,1.0,1.12,3.28,Low Risk
34.02,0.67,8.46,73.7,1.15,0.78,0.55,Low Risk
27.3,0.28,8.55,50.0,1.04,0.96,0.0,Low Risk
25.75,0.77,15.51,104.2,1.31,0.83,0.0,Low Risk
28.0,-0.25,8.28,74.9,1.06,1.23,0.0,Low Risk
31.01,0.67,11.25,103.2,0.79,-0.01,0.37,Low Risk
20.78,-0.16,27.37,57.8,0.88,0.45,5.03,Low Risk
16.52,0.49,6.16,99.5,1.15,0.48,1.32,Low Risk
25.25,-0.63,5.84,71.1,0.6,-0.24,1.2,Low Risk
21.9,0.22,0.04,56.9,0.66,-0.38,0.0,Low Risk
25.46,-0.89,11.41,109.3,1.0,1.62,0.34,Low Risk
27.26,-0.03,0.36,99.9,1.24,1.07,0.66,Low Risk
25.73,0.32,8.42,83.8,3.56,16.34,24.16,Low Risk
35.26,-0.16,19.57,80.6,0.95,0.9,0.72,Low Risk
29.63,-0.43,9.58,87.9,1.27,0.76,0.1,Low Risk
29.5,0.52,3.77,83.5,1.02,0.34,0.0,Low Risk
31.11,0.05,18.51,65.7,0.62,1.31,0.0,Low Risk
22.31,-0.14,3.77,72.6,1.0,-0.52,0.0,Low Risk
33.2,0.12,15.85,115.3,0.85,0.74,0.38,Low Risk
27.62,1.42,11.31,128.1,1.23,1.24,3.15,Low Risk
31.35,0.68,2.24,108.1,0.99,0.43,1.72,Low Risk
22.64,0.68,28.26,88.6,0.68,0.85,7.5,Low Risk
20.23,0.32,2.69,73.9,0.63,1.77,0.0,Low Risk
32.09,0.18,54.78,65.6,0.99,0.32,38.71,Low Risk
29.88,-1.1,0.09,66.8,0.39,0.84,2.48,Low Risk
23.49,-0.24,3.67,70.0,0.87,1.32,2.97,Low Risk
23.65,-0.14,2.68,118.7,5.8,36.98,44.49,Medium Risk
33.63,-0.84,0.17,112.5,0.74,-0.36,1.48,Low Risk
22.05,-0.48,15.82,93.4,7.7,39.98,44.82,Medium Risk
36.21,-0.89,14.19,62.7,1.3,0.59,6.5,Low Risk
23.5,0.08,18.86,96.1,7.73,50.56,42.38,Medium Risk
31.19,0.51,3.56,75.7,0.93,0.64,0.0,Low Risk
26.36,0.65,7.05,41.2,1.25,-0.45,22.23,Low Risk
31.02,0.31,12.91,85.2,1.0,0.3,0.0,Low Risk
25.28,-0.38,6.95,64.8,0.65,1.07,0.15,Low Risk
27.19,-0.87,14.34,65.5,0.96,0.5,0.95,Low Risk
28.2,-0.78,12.06,75.5,0.79,0.09,2.49,Low Risk
22.99,-0.53,1.46,71.0,1.28,-0.09,1.21,Low Risk
31.7,-0.34,18.23,79.4,1.15,0.72,1.86,Low Risk
25.43,0.02,15.3,78.5,0.92,1.17,0.87,Low Risk
26.86,-0.41,12.8,46.2,1.04,1.32,20.58,Low Risk
23.03,0.27,2.02,107.4,6.15,38.46,46.75,Medium Risk
15.19,-0.02,3.74,62.3,0.81,1.8,0.0,Low Risk
27.04,0.11,5.99,62.9,1.39,0.59,1.41,Low Risk
40.06,0.67,3.94,74.1,1.01,-0.81,4.36,Low Risk
31.92,-0.49,3.1,78.0,1.23,0.6,0.0,Low Risk
27.9,0.31,19.64,106.3,1.06,-0.3,1.79,Low Risk
26.69,0.09,12.2,84.8,1.33,0.83,0.0,Low Risk
28.11,-0.07,10.0,90.2,0.5,0.72,0.0,Low Risk
30.74,0.54,3.07,84.9,0.95,-0.72,0.48,Low Risk
22.1,0.54,30.02,84.2,1.41,1.65,10.75,Low Risk
33.57,-0.37,2.55,85.6,1.24,-0.02,0.0,Low Risk
31.58,0.01,19.01,45.2,1.33,-0.95,18.56,Low Risk
31.59,0.24,40.82,75.5,1.0,1.52,24.93,Low Risk
30.19,-0.04,15.58,100.9,0.87,0.99,0.0,Low Risk
28.1,0.39,59.3,151.0,0.74,0.3,54.17,Medium Risk
31.36,0.24,12.63,58.3,0.73,0.54,1.37,Low Risk
30.96,1.02,2.94,87.6,1.2,0.41,0.0,Low Risk
26.23,-0.67,2.74,69.7,1.13,-0.77,1.77,Low Risk
25.13,0.04,4.71,116.9,0.98,-0.62,0.0,Low Risk
28.51,-0.35,0.09,55.6,1.13,1.26,0.0,Low Risk
35.75,0.4,13.74,91.2,1.04,0.83,3.99,Low Risk
21.8,-0.71,3.75,54.7,1.24,1.23,1.01,Low Risk
20.66,0.27,20.26,74.3,1.24,1.47,0.0,Low Risk
28.82,-0.22,5.34,79.4,0.73,-2.15,0.55,Low Risk
28.25,-0.27,7.85,99.3,1.07,0.17,0.0,Low Risk
28.87,-0.62,40.47,60.6,0.58,-0.42,21.57,Low Risk
29.22,-0.13,3.33,91.9,1.03,0.4,0.0,Low Risk
26.88,0.64,15.33,80.3,1.15,-0.98,0.0,Low Risk
35.45,0.09,16.88,84.9,0.67,0.98,3.46,Low Risk
20.0,0.41,3.0,97.2,0.9,1.03,0.0,Low Risk
23.86,0.93,8.34,56.9,1.0,2.32,3.5,Low Risk
27.48,0.23,5.17,94.6,1.06,0.42,0.37,Low Risk
19.78,-0.18,17.74,69.8,0.93,1.04,0.0,Low Risk
27.12,0.33,11.69,99.7,0.71,1.28,0.0,Low Risk
36.31,-0.17,7.75,86.0,0.99,1.88,8.43,Low Risk
28.1,-0.15,18.13,76.2,0.59,-0.41,0.0,Low Risk
29.15,-0.66,3.22,69.4,0.94,1.22,1.12,Low Risk
21.7,0.56,16.81,94.8,0.89,0.82,0.0,Low Risk
24.92,-0.09,24.06,102.7,0.97,-0.79,0.0,Low Risk
26.12,0.19,25.31,70.4,0.86,0.87,0.0,Low Risk
26.41,-0.42,18.37,59.6,0.62,1.09,0.0,Low Risk
34.41,0.32,6.29,92.5,0.91,-0.85,1.04,Low Risk
30.79,-0.28,48.08,53.9,1.23,0.44,30.78,Low Risk
22.44,0.03,5.73,56.5,1.32,0.56,0.46,Low Risk
29.23,0.54,12.21,60.9,1.61,0.54,0.47,Low Risk
30.49,0.5,2.11,72.5,1.42,1.0,0.86,Low Risk
33.7,0.09,47.22,55.9,0.7,0.02,32.31,Low Risk
35.9,-0.78,14.61,45.1,0.9,-0.38,28.01,Low Risk
22.92,1.6,16.8,59.6,0.99,0.89,0.0,Low Risk
23.95,0.97,0.82,91.6,0.98,1.76,0.0,Low Risk
21.71,0.46,17.3,57.1,1.02,1.7,0.0,Low Risk
26.83,-0.28,17.89,73.9,1.6,2.41,0.7,Low Risk
30.33,0.04,13.37,115.0,0.73,0.2,0.57,Low Risk
32.94,-0.17,4.14,79.1,0.82,0.37,0.47,Low Risk
27.62,0.73,8.07,86.2,1.41,-1.22,1.87,Low Risk
26.4,0.23,1.4,63.0,6.6,27.99,44.56,Medium Risk
28.76,-0.29,7.65,118.9,1.1,-0.76,1.35,Low Risk
23.82,-0.14,3.35,70.3,1.26,0.22,2.71,Low Risk
38.45,0.66,5.15,75.9,1.12,1.59,3.4,Low Risk
19.96,0.9,2.13,103.7,1.05,1.35,0.0,Low Risk
28.92,0.86,3.14,76.7,1.23,0.24,0.0,Low Risk
38.12,0.48,0.96,80.9,6.23,36.73,45.79,Medium Risk
28.03,-0.03,30.29,74.9,0.88,-0.15,8.74,Low Risk
27.05,-1.52,9.07,75.1,1.13,1.19,1.31,Low Risk
26.21,0.25,6.06,86.7,0.48,0.25,0.0,Low Risk
27.1,0.1,9.19,90.0,1.35,0.71,0.0,Low Risk
34.86,0.17,11.88,68.4,1.08,1.04,7.05,Low Risk
16.94,0.13,30.59,66.2,1.04,1.09,6.12,Low Risk
35.67,-0.56,2.36,69.0,0.59,-1.73,4.96,Low Risk
20.88,0.38,4.2,54.8,0.68,0.95,0.07,Low Risk
26.67,0.42,44.65,51.4,0.9,0.58,27.82,Low Risk
25.85,0.44,5.57,85.3,1.2,-0.94,0.0,Low Risk
30.94,0.57,0.27,96.9,0.48,1.61,0.31,Low Risk
20.01,0.4,1.92,95.7,1.2,0.66,0.0,Low Risk
30.31,-0.11,0.32,40.0,0.91,-0.74,18.68,Low Risk
38.12,0.06,55.17,75.6,0.94,0.03,36.45,Low Risk
21.18,0.15,3.92,60.2,1.06,0.33,0.0,Low Risk
28.95,0.15,30.85,82.6,1.07,2.59,9.5,Low Risk
24.69,0.6,65.92,72.5,0.82,-0.2,37.93,Low Risk
30.13,0.42,10.99,90.7,1.16,-0.05,3.34,Low Risk
28.1,1.14,0.41,79.7,0.42,0.64,0.81,Low Risk
24.79,1.2,1.02,45.9,0.89,2.21,19.49,Low Risk
30.44,0.14,7.88,62.6,1.04,0.31,1.45,Low Risk
37.02,-1.82,6.25,80.1,0.91,0.14,4.17,Low Risk
27.05,0.72,11.18,81.6,0.54,0.64,0.35,Low Risk
31.6,-0.17,6.93,54.7,1.19,0.24,0.0,Low Risk
21.53,-0.3,32.63,52.3,0.69,0.22,12.3,Low Risk
23.22,-0.1,9.18,81.0,0.98,1.27,0.0,Low Risk
30.36,-0.12,14.2,54.7,1.04,0.1,0.0,Low Risk
35.42,0.41,27.22,50.0,1.0,0.22,25.48,Low Risk
29.78,-0.68,1.91,72.0,1.29,1.3,0.0,Low Risk
26.43,-0.44,3.13,71.2,0.99,-0.64,0.67,Low Risk
28.0,0.27,1.36,64.2,1.11,0.22,0.0,Low Risk
21.75,0.41,1.8,67.3,0.99,-0.83,0.0,Low Risk
31.02,0.42,8.62,80.2,5.54,56.23,44.12,Medium Risk
32.41,-0.29,4.65,67.0,1.35,0.22,3.8,Low Risk
25.74,-0.39,6.6,81.3,1.03,0.23,0.0,Low Risk
25.65,-0.15,48.54,73.2,1.2,0.19,33.38,Low Risk
29.33,0.22,2.05,83.0,1.36,0.72,0.0,Low Risk
25.82,0.84,9.34,95.8,1.34,-0.39,5.39,Low Risk
27.67,-0.92,1.25,95.1,0.9,0.81,0.0,Low Risk
38.5,-0.01,4.6,103.2,1.26,0.1,1.37,Low Risk
26.76,-0.57,9.0,95.1,1.06,1.11,0.0,Low Risk
26.21,-0.73,35.17,84.3,1.28,0.45,15.04,Low Risk
24.76,0.58,5.96,72.2,1.14,0.03,0.0,Low Risk
31.72,0.37,0.81,73.0,1.07,-0.55,0.45,Low Risk
27.09,0.32,5.9,64.2,1.11,0.74,0.0,Low Risk
24.75,0.56,1.89,80.1,1.06,0.35,0.93,Low Risk
34.61,-0.14,3.14,92.6,1.07,1.67,5.98,Low Risk
35.1,-0.12,11.55,66.9,0.96,1.73,1.81,Low Risk
25.0,1.19,0.84,79.3,0.94,0.11,3.31,Low Risk
18.67,-0.02,7.5,67.8,1.44,-1.39,0.0,Low Risk
33.04,0.47,11.28,83.8,1.12,1.21,2.44,Low Risk
24.58,0.1,6.58,70.1,0.86,0.07,0.0,Low Risk
31.95,-0.82,0.23,66.7,0.93,0.22,0.23,Low Risk
18.15,-0.92,50.82,67.8,1.26,1.46,34.47,Low Risk
32.46,-0.19,5.49,89.1,0.82,0.78,4.63,Low Risk
21.94,0.63,18.09,78.3,0.63,1.18,0.0,Low Risk
31.65,0.49,4.73,72.3,0.65,1.35,3.19,Low Risk
28.07,0.56,7.73,84.7,0.57,0.37,0.0,Low Risk
23.23,-0.39,5.9,72.5,0.68,1.05,3.19,Low Risk
25.96,0.91,5.03,100.3,0.7,0.58,1.94,Low Risk
31.43,-0.38,0.27,62.5,1.35,0.93,0.0,Low Risk
28.53,0.21,5.36,76.6,0.99,0.62,0.0,Low Risk
30.92,0.09,26.43,54.7,0.91,1.59,2.31,Low Risk
37.88,0.01,14.07,73.8,0.64,-0.52,8.83,Low Risk
20.18,0.77,1.89,49.8,0.96,0.15,20.8,Low Risk
36.09,-0.25,10.73,93.4,0.57,0.43,6.36,Low Risk
28.52,-0.57,26.73,93.8,0.91,0.6,0.42,Low Risk
23.51,0.11,14.45,94.1,1.52,-0.53,0.0,Low Risk
21.35,-0.1,1.93,80.5,1.17,-0.09,0.55,Low Risk
27.05,1.79,24.28,64.2,0.95,0.53,0.0,Low Risk
32.61,0.44,4.31,65.6,1.17,0.06,0.0,Low Risk
27.36,-0.1,7.26,107.5,0.87,-0.87,1.05,Low Risk
35.56,-0.43,8.96,105.8,0.8,0.21,5.81,Low Risk
20.74,-0.84,22.81,82.2,1.43,-0.47,0.0,Low Risk
27.94,-0.41,32.19,70.7,0.71,0.98,12.09,Low Risk
21.74,0.16,31.85,104.6,0.91,0.74,11.53,Low Risk
29.82,0.81,0.1,67.5,1.08,1.22,0.0,Low Risk
32.43,0.66,30.6,84.1,0.77,0.67,9.81,Low Risk
25.9,0.21,0.67,104.3,1.16,-0.36,0.0,Low Risk
15.0,-0.06,3.71,64.9,0.92,-2.02,0.52,Low Risk
28.99,0.23,8.68,94.9,1.17,1.41,0.5,Low Risk
30.18,-0.16,7.85,89.4,1.15,0.16,0.0,Low Risk
30.02,0.96,11.14,79.3,0.94,-1.29,0.0,Low Risk
34.18,0.01,7.83,62.1,1.43,1.75,3.38,Low Risk
22.64,0.06,32.69,67.0,3.56,59.12,54.85,Medium Risk
31.4,-1.01,3.3,85.2,1.34,1.74,0.0,Low Risk
33.96,0.0,3.84,54.4,1.29,0.84,5.71,Low Risk
19.11,0.52,30.42,82.4,1.44,1.03,8.84,Low Risk
29.6,-0.43,0.96,89.7,1.04,0.09,0.0,Low Risk
25.48,-0.28,11.29,97.7,0.8,1.07,1.89,Low Risk
27.59,0.5,13.74,54.8,1.52,2.05,0.0,Low Risk
29.74,-0.64,8.45,103.7,0.92,1.16,0.0,Low Risk
25.56,0.63,14.22,110.5,0.8,0.21,0.67,Low Risk
24.62,-0.17,2.28,87.4,0.95,-0.55,0.0,Low Risk
28.17,-0.09,22.98,61.3,0.75,1.42,0.0,Low Risk
22.56,-0.46,1.81,74.1,4.25,51.91,42.82,Medium Risk
22.57,0.29,6.15,79.1,0.85,0.58,0.19,Low Risk
31.4,1.33,0.94,84.9,0.93,-1.08,0.33,Low Risk
22.26,0.49,9.46,80.4,1.24,-1.14,2.11,Low Risk
31.33,-0.33,13.29,85.1,1.16,0.57,0.0,Low Risk
30.31,0.67,34.01,78.4,1.0,-0.22,11.14,Low Risk
19.37,-0.06,16.13,84.8,1.04,0.67,2.57,Low Risk
24.61,0.79,9.35,71.7,1.0,1.26,1.04,Low Risk
33.97,0.5,32.37,73.9,0.89,0.05,13.89,Low Risk
23.09,-1.37,7.81,69.6,1.0,0.69,0.0,Low Risk
25.68,-0.4,9.88,114.5,1.12,0.41,0.8,Low Risk
30.31,0.57,10.88,106.4,0.97,2.86,0.06,Low Risk
31.92,0.18,6.33,90.0,1.1,0.08,0.2,Low Risk
26.74,-0.41,21.88,103.9,0.79,-0.06,0.92,Low Risk
25.01,-0.22,2.46,94.4,0.85,0.14,0.0,Low Risk
35.11,-0.85,9.71,83.3,0.82,1.43,5.04,Low Risk
36.69,0.06,15.37,52.9,0.86,0.1,3.15,Low Risk
32.89,1.21,28.12,75.3,1.32,1.09,5.72,Low Risk
28.43,0.5,25.84,74.0,1.18,0.53,0.17,Low Risk
23.96,1.2,8.53,59.6,0.73,0.55,1.63,Low Risk
23.85,0.54,12.37,53.2,1.11,1.78,0.0,Low Risk
30.61,0.61,6.02,88.9,0.9,-0.94,0.39,Low Risk
30.09,1.09,7.58,85.8,0.83,0.61,1.24,Low Risk
35.01,0.29,28.41,59.0,4.63,17.32,46.72,Medium Risk
31.25,0.01,32.03,66.6,1.24,0.81,8.54,Low Risk
20.48,0.62,27.09,100.9,0.66,-0.67,2.22,Low Risk
33.26,0.83,1.79,64.2,0.99,-0.41,2.72,Low Risk
23.01,-0.14,22.77,83.1,0.76,0.72,0.0,Low Risk
26.08,-0.26,35.56,76.6,1.19,-1.37,13.89,Low Risk
29.25,0.17,5.38,89.1,4.09,49.87,42.9,Medium Risk
37.98,0.52,8.77,64.6,0.97,-0.48,5.35,Low Risk
43.55,0.5,18.12,81.6,0.97,0.65,19.3,Low Risk
31.03,-0.61,9.91,83.0,1.08,0.37,0.05,Low Risk
27.08,1.06,60.4,84.1,1.0,0.8,36.02,Low Risk
30.67,-0.22,7.3,81.4,0.99,-0.19,0.0,Low Risk
32.44,-0.03,15.02,86.2,0.87,0.71,1.3,Low Risk
26.4,-0.35,18.88,119.5,0.61,0.5,0.0,Low Risk
36.98,1.45,8.18,126.1,0.72,-0.19,6.13,Low Risk
29.15,0.22,23.34,68.5,1.18,1.38,0.0,Low Risk
30.49,-0.33,9.48,40.0,0.92,1.06,17.52,Low Risk
31.33,0.53,6.37,90.7,0.83,-0.01,3.31,Low Risk
30.11,0.48,1.37,83.4,0.65,-0.13,0.0,Low Risk
32.19,0.01,6.0,99.1,0.57,1.24,0.0,Low Risk
24.91,0.52,15.89,85.1,0.82,-0.79,0.45,Low Risk
25.21,-0.31,30.5,81.1,1.22,-0.53,6.99,Low Risk
22.5,-0.15,3.48,100.3,7.85,53.34,48.86,Medium Risk
30.2,-0.91,5.27,102.8,1.1,1.95,2.82,Low Risk
31.89,-0.56,2.01,55.0,0.85,0.02,3.0,Low Risk
30.29,1.0,14.08,65.3,1.16,0.11,1.1,Low Risk
36.37,0.92,38.68,78.1,0.91,0.32,27.06,Low Risk
27.97,0.13,12.29,81.8,0.69,0.12,0.0,Low Risk
31.34,0.93,11.52,75.9,0.93,0.16,1.35,Low Risk
22.54,0.02,9.68,87.8,1.46,0.01,0.0,Low Risk
26.06,-0.02,1.11,97.9,1.45,0.65,0.0,Low Risk
31.48,0.13,15.69,111.0,1.12,1.06,0.0,Low Risk
32.25,0.04,11.06,90.4,0.97,0.63,0.0,Low Risk
26.53,-0.01,13.0,64.7,1.08,0.37,1.12,Low Risk
27.64,0.67,27.49,77.3,1.08,0.01,5.67,Low Risk
20.41,0.18,18.39,78.6,0.99,-0.44,0.9,Low Risk
26.21,0.46,18.22,89.3,1.11,-0.54,2.75,Low Risk
32.45,0.62,31.44,87.0,1.05,-0.7,6.85,Low Risk
30.88,0.29,55.18,116.9,0.92,1.01,37.6,Low Risk
30.5,-0.39,10.45,71.7,0.7,0.03,0.0,Low Risk
28.25,-0.58,1.38,86.9,0.88,0.82,0.84,Low Risk
28.04,0.17,7.37,122.4,1.2,-0.07,0.0,Low Risk
24.7,0.01,18.59,69.5,0.99,0.44,0.0,Low Risk
31.49,0.14,0.34,82.6,1.08,0.23,1.71,Low Risk
30.1,0.09,0.7,63.0,0.93,1.76,0.49,Low Risk
30.46,1.39,0.83,81.5,0.74,0.12,0.0,Low Risk
25.37,-0.57,15.76,66.0,0.94,1.17,0.0,Low Risk
17.23,-0.89,8.35,98.8,0.74,-0.62,0.0,Low Risk
33.49,0.27,5.52,82.7,0.73,1.58,2.09,Low Risk
25.61,-0.09,1.34,63.2,1.3,1.16,0.0,Low Risk
23.69,0.26,15.81,95.1,0.89,0.03,0.49,Low Risk
31.47,0.39,4.65,83.2,0.81,0.02,0.0,Low Risk
26.04,0.74,3.7,97.2,5.67,56.07,44.62,Medium Risk
33.3,-0.65,12.68,59.3,4.77,35.71,47.08,Medium Risk
31.09,-0.18,9.82,86.6,4.19,56.61,44.03,Medium Risk
31.42,0.31,5.4,93.9,1.11,-0.19,2.12,Low Risk
21.17,0.49,12.31,72.4,0.94,1.36,0.74,Low Risk
34.06,1.2,3.8,57.3,0.83,0.12,1.23,Low Risk
29.31,0.58,19.01,79.3,1.12,0.77,0.0,Low Risk
26.15,0.07,3.13,102.1,0.92,0.04,3.11,Low Risk
28.72,-0.35,2.08,100.3,1.02,0.32,2.2,Low Risk
19.12,-0.18,18.3,72.3,1.26,2.02,0.0,Low Risk
30.04,-0.2,14.77,56.9,1.23,0.44,0.58,Low Risk
22.85,0.43,2.42,72.2,0.86,1.65,0.0,Low Risk
21.24,0.23,1.48,71.6,1.12,-0.72,1.3,Low Risk
20.39,-0.56,21.87,88.0,0.72,-0.89,0.33,Low Risk
33.56,-0.12,17.99,78.1,1.11,0.97,0.0,Low Risk
24.85,0.54,4.76,66.4,1.04,-0.12,2.29,Low Risk
35.67,0.28,12.88,99.9,1.09,0.48,8.2,Low Risk
25.32,0.38,1.59,82.5,0.93,-1.2,0.0,Low Risk
19.46,0.29,8.49,87.8,1.52,-1.13,0.62,Low Risk
22.42,0.91,0.23,49.0,0.77,0.51,22.17,Low Risk
34.18,0.22,5.96,40.0,1.24,0.11,30.06,Low Risk
27.22,-0.09,0.93,54.1,0.74,0.23,1.05,Low Risk
25.26,-0.36,7.74,71.4,1.13,1.83,0.7,Low Risk
28.8,0.22,6.57,90.4,1.14,0.88,1.72,Low Risk
30.51,-1.12,7.05,40.0,1.01,2.22,21.92,Low Risk
33.59,0.01,0.56,108.7,0.88,0.56,3.44,Low Risk
35.24,-0.0,5.39,83.1,1.04,1.7,2.29,Low Risk
26.2,-0.58,16.95,104.5,1.07,1.29,0.35,Low Risk
21.37,-0.36,5.52,64.1,1.45,0.1,0.59,Low Risk
25.93,0.5,15.07,89.1,6.26,25.82,42.06,Medium Risk
